game_id,owners,average_forever,average_2weeks,median_forever,median_2weeks,players_forever,players_2weeks,price,initialprice,discount,ccu,followers
3098070,"0 .. 20,000",159,179,179,179,,,1199.0,1199.0,0.0,29,
1043260,"200,000 .. 500,000",548,0,301,0,,,1499.0,1499.0,0.0,16,
293760,"500,000 .. 1,000,000",1905,97,752,97,,,2999.0,2999.0,0.0,554,
1928420,"0 .. 20,000",2600,208,393,226,,,,,,0,
3260440,"0 .. 20,000",0,0,0,0,,,3999.0,3999.0,0.0,0,
1094780,"200,000 .. 500,000",16572,366,19501,366,,,1399.0,1399.0,0.0,349,
362890,"2,000,000 .. 5,000,000",915,322,462,389,,,1999.0,1999.0,0.0,907,
304430,"2,000,000 .. 5,000,000",328,215,227,224,,,1999.0,1999.0,0.0,129,
1373960,"200,000 .. 500,000",296,0,398,0,,,2499.0,2499.0,0.0,7,
2288350,"0 .. 20,000",0,0,0,0,,,4999.0,4999.0,0.0,0,
1004640,"0 .. 20,000",0,0,0,0,,,4999.0,4999.0,0.0,0,
1659420,"500,000 .. 1,000,000",1118,242,996,228,,,4999.0,4999.0,0.0,467,
1401590,"500,000 .. 1,000,000",4875,581,3580,282,,,3999.0,3999.0,0.0,3587,
48720,"1,000,000 .. 2,000,000",902,76,250,141,,,999.0,999.0,0.0,99,
1498140,"20,000 .. 50,000",583,136,745,136,,,1899.0,1899.0,0.0,8,
2668510,"200,000 .. 500,000",656,127,453,230,,,4999.0,4999.0,0.0,504,
70,"10,000,000 .. 20,000,000",1658,327,133,50,,,999.0,999.0,0.0,634,
2405060,"100,000 .. 200,000",425,0,592,0,,,2499.0,2499.0,0.0,58,
658260,"100,000 .. 200,000",497,0,571,0,,,5999.0,5999.0,0.0,7,
3400000,"100,000 .. 200,000",303,85,407,104,,,2499.0,2499.0,0.0,429,
1239080,"200,000 .. 500,000",1560,51,728,74,,,2499.0,2499.0,0.0,505,
779430,"0 .. 20,000",6,0,6,0,,,2499.0,2499.0,0.0,19,
811320,"50,000 .. 100,000",318,0,126,0,,,1249.0,2499.0,50.0,20,
1382070,"200,000 .. 500,000",341,319,156,319,,,2499.0,2499.0,0.0,81,
1392840,"0 .. 20,000",0,0,0,0,,,1999.0,1999.0,0.0,0,
471710,"2,000,000 .. 5,000,000",537,152,112,152,,,0.0,0.0,0.0,1510,
1389990,"200,000 .. 500,000",254,1,166,1,,,999.0,999.0,0.0,36,
874260,"500,000 .. 1,000,000",448,0,412,0,,,624.0,2499.0,75.0,51,
2288350,"0 .. 20,000",0,0,0,0,,,4999.0,4999.0,0.0,0,
1004640,"0 .. 20,000",0,0,0,0,,,4999.0,4999.0,0.0,0,
811320,"50,000 .. 100,000",318,0,126,0,,,1249.0,2499.0,50.0,20,
1659420,"500,000 .. 1,000,000",1118,242,996,228,,,4999.0,4999.0,0.0,467,
1401590,"500,000 .. 1,000,000",4875,581,3580,282,,,3999.0,3999.0,0.0,3587,
471710,"2,000,000 .. 5,000,000",537,152,112,152,,,0.0,0.0,0.0,1510,
2668510,"200,000 .. 500,000",656,127,453,230,,,4999.0,4999.0,0.0,504,
2450010,"0 .. 20,000",0,0,0,0,,,2499.0,2499.0,0.0,0,
568220,"1,000,000 .. 2,000,000",1499,445,328,531,,,2499.0,2499.0,0.0,1524,
759740,"200,000 .. 500,000",1009,40,419,40,,,449.0,2999.0,85.0,23,
2405060,"100,000 .. 200,000",425,0,592,0,,,2499.0,2499.0,0.0,58,
3363030,"0 .. 20,000",0,0,0,0,,,,,,0,
658260,"100,000 .. 200,000",497,0,571,0,,,5999.0,5999.0,0.0,7,
3400000,"100,000 .. 200,000",303,85,407,104,,,2499.0,2499.0,0.0,429,
1239080,"200,000 .. 500,000",1560,51,728,74,,,2499.0,2499.0,0.0,505,
3051730,"0 .. 20,000",0,0,0,0,,,499.0,499.0,0.0,0,
699330,"100,000 .. 200,000",220,0,191,0,,,1499.0,2499.0,40.0,20,
1382070,"200,000 .. 500,000",341,319,156,319,,,2499.0,2499.0,0.0,81,
506971,"0 .. 20,000",0,0,0,0,,,1499.0,1499.0,0.0,0,
1389990,"200,000 .. 500,000",254,1,166,1,,,999.0,999.0,0.0,36,
874260,"500,000 .. 1,000,000",448,0,412,0,,,624.0,2499.0,75.0,51,
2922530,"0 .. 20,000",0,0,0,0,,,3999.0,3999.0,0.0,0,
287310,"100,000 .. 200,000",170,0,225,0,,,599.0,599.0,0.0,4,
17480,"1,000,000 .. 2,000,000",1429,30,263,30,,,1988.0,1988.0,0.0,362,
3373660,"50,000 .. 100,000",425,0,438,0,,,999.0,999.0,0.0,346,
2922530,"0 .. 20,000",0,0,0,0,,,3999.0,3999.0,0.0,0,
3282470,"0 .. 20,000",0,0,0,0,,,499.0,499.0,0.0,0,
3368600,"0 .. 20,000",0,0,0,0,,,599.0,599.0,0.0,0,
17480,"1,000,000 .. 2,000,000",1429,30,263,30,,,1988.0,1988.0,0.0,362,
287310,"100,000 .. 200,000",170,0,225,0,,,599.0,599.0,0.0,4,
24790,"500,000 .. 1,000,000",852,0,281,0,,,1988.0,1988.0,0.0,276,
47700,"100,000 .. 200,000",256,0,96,0,,,1988.0,1988.0,0.0,8,
503560,"500,000 .. 1,000,000",406,274,205,449,,,1499.0,1499.0,0.0,87,
3606320,"0 .. 20,000",0,0,0,0,,,599.0,599.0,0.0,0,
3335020,"0 .. 20,000",0,0,0,0,,,1799.0,1999.0,10.0,0,
3487780,"0 .. 20,000",0,0,0,0,,,899.0,999.0,10.0,0,
330020,"1,000,000 .. 2,000,000",465,0,265,0,,,2199.0,2199.0,0.0,69,
